,deg_0,cc_0,ne_0,deg_1,cc_1,ne_1,deg_2,cc_2,ne_2,deg_3,cc_3,ne_3,deg_4,cc_4,ne_4,deg_5,cc_5,ne_5,deg_6,cc_6,ne_6,deg_7,cc_7,ne_7,id
0,2096.1721559852695,0.9023853552398987,353.44110127638464,2400.3907322060218,0.920724023571723,274.4922846371191,3452.6520733459083,0.9501529700918754,790.5686457388069,0.0,0.0,0.0,1980.731215559113,0.8880381665797875,210.82399281183012,1253.1064764128773,0.75,478.7673780186261,2519.0385310367756,0.9789366911889623,573.511847747483,2566.6228497144093,0.9526575377110522,591.4564276762694,1.0
1,1720.4280530433496,0.9207519167637035,291.6789610864009,2376.523635788068,0.9545815315915775,259.9288023473397,4265.098724120108,1.0,930.8185498599815,3362.7735653478126,0.0,3362.7735653478935,2469.746335816083,0.9366822524840346,279.43662294473535,1110.039644320498,1.0,417.7792893440279,2183.2559216148525,0.9913294452069303,480.7800498957316,3847.8551738799597,1.0,811.7481222177388,1.0
2,1842.0230626166058,0.9060291445223225,338.98092333423233,2229.8452061122316,0.9426671386417396,257.7611831949107,2233.68079502247,0.9615324228580899,503.4140899834541,0.0,0.0,0.0,2242.6066172884516,0.9238619109373802,260.85368900063224,1335.6638490207768,1.0,538.8661784692194,1753.06007118743,1.0,395.73653764964615,1896.6700032192248,1.0,422.79818614621513,1.0
3,2223.272535775181,0.9164470583804721,425.2602130596939,2444.0141177924834,0.7781122963865247,269.0646448183263,4360.173264670773,0.961296569282382,946.2315036675973,0.0,0.0,0.0,2015.7126257956393,0.7896298101240861,232.35749094190984,1563.1400248690484,1.0,652.5307610655889,2142.9346406582063,0.9466575647635332,464.6081971066542,4213.618290941609,1.0,870.4852746023856,1.0
4,1949.9241405972193,0.9441958245367942,340.2451226826492,2308.642710048981,0.8757829040574254,239.16673811684407,3647.234721913741,0.9999999999999999,833.6444920865481,0.0,0.0,0.0,2005.1223336858952,0.8432838724129668,220.41186767345948,1219.8920551270526,1.0,466.6103866978558,1930.9027917637882,0.9890490175706983,449.83863566852204,3493.397462597569,1.0,762.5860825269667,1.0
5,2600.8622194566906,0.9286679121604273,415.27300433497385,2264.7150651319553,0.9106976467204612,267.39321133484844,5315.339403389729,1.0,1313.8271861738913,0.0,0.0,0.0,2241.880052529691,0.9068381730770744,270.6543603940432,2235.6911376458297,1.0,888.3131569120793,3218.719546151845,0.9661781831530812,697.6659309004908,5169.139429798177,1.0,1139.876267662382,1.0
6,2291.3708791483964,0.9684795417001572,410.91596013794697,2726.615662402383,0.9524148469186652,296.36619081929285,2960.022820240175,0.9688923681428523,678.400056203796,5054.125306471897,0.0,5054.125306471283,2651.075301983968,0.9582564460841313,309.7064615230193,1731.7265603235385,0.9999999999999999,669.6451404934156,2164.6205425195526,0.9886478186878378,488.6630816982033,3435.5818880323372,1.0,762.8551960619117,1.0
7,2384.6279465298458,0.9501400022202918,396.5998940316487,2221.634763915523,0.9063208152350839,228.79253214101772,4427.408882647001,1.0,951.2127306933353,0.0,0.0,0.0,2062.1144660945406,0.894309182294644,219.3008927743789,2196.4890625204685,1.0,784.4905897213202,2332.8294371581314,0.9700794727262123,515.343890650076,3518.172845808068,1.0,774.0975595795533,1.0
8,2413.6747054455877,0.9203627805354538,438.8725053351625,2261.686477869027,0.9069277186241158,263.4087425114684,4769.048878849055,1.0,1050.1442548787013,0.0,0.0,0.0,1905.063346268283,0.9094433511835579,222.66531716294296,1442.726231728927,1.0,515.5084659892862,2168.725125935689,0.9492712723018358,520.8857882660789,2516.4736421471844,0.974252486305888,529.7072419490675,2.0
9,3723.080481352481,0.9400215534680388,669.2196635354429,1369.938019158334,0.6632250221643068,152.7119703334676,2237.8784784927784,0.8378267744666509,482.129923258624,3212.348680640329,0.0,3212.3486806409487,1502.0561779885697,0.698931852683822,158.48663631340932,3382.338768580932,1.0,1424.874802699022,2808.152738537873,0.8194490558590548,633.230656839759,2280.3675069812653,0.8714304657875669,439.0101962318535,2.0
10,2786.594838244822,0.9437815833837324,512.3583065350996,1636.05340824019,0.8015159311203592,162.07135820615292,4362.927620174266,0.9670731035835062,1076.8581922346812,6538.966546352987,0.0,6538.966546353412,1486.2820405896096,0.7896452517506619,154.43678408031917,2183.358060860549,1.0,905.4264684124919,2394.04189460461,0.9765432028311608,533.4246144870067,2176.731558844507,0.8785909074646636,469.8598091335966,2.0
11,2698.6172964293614,0.9295098858719083,458.99018097643966,1140.3570585903117,0.7413952574225214,120.57161993779496,1843.8400625481165,0.6803983811485073,371.62070199795664,4533.686682997732,0.0,4533.686682995537,1101.9490692512813,0.8033722388136779,98.38497755898958,1966.2558321514452,1.0,790.9813913185984,3030.8459529078063,0.9939179947720183,704.1741410058503,2913.37731157236,0.9466974441433798,625.794257812698,2.0
12,695.4960419200578,0.23695996276151285,79.52579949281503,374.7410380484135,0.38991192393290053,22.440934145674603,4127.386611445245,0.775420934479631,791.8871314748432,1735.635366529872,0.0,1735.6353665297436,730.9674081954735,0.45252381676399545,51.002290547511535,1230.9390353897468,0.6246806797273672,419.0662313490948,846.1397075238756,0.2581068939133472,135.18742283265246,5826.935301476697,0.9405057125597933,1218.211010835613,2.0
13,2437.5383656936715,0.9797707171584004,444.6279683572144,1153.4365830617512,0.7076253600448388,120.37887767240066,4052.5191193667542,1.0,896.0472832241976,0.0,0.0,0.0,1087.610538957722,0.7083036483929925,107.10980722226398,1809.0257555856497,1.0,723.4629997467606,2542.573964780241,0.9614134794140723,566.5016701357449,3819.102666248175,1.0,849.6348489820741,2.0
14,1872.7669823890246,0.9676114462331019,325.1816890380922,2564.706376499815,0.9111192464944299,271.8319437868132,3692.3241606515867,1.0,858.2574273663577,0.0,0.0,0.0,2746.069930483943,0.8423700846419689,298.0149940645385,1515.7917054289044,1.0,552.7559936917996,2297.631143245555,0.9688453905328993,497.1756929730317,3369.70100998626,1.0,757.6037556805304,2.0
15,2615.8292391092223,0.9730996023237963,494.8850450099611,2708.428846094979,0.8389574906807017,285.00066820042383,5644.357696119109,0.9705795459593244,1276.9040665502193,0.0,0.0,0.0,2124.3308385150544,0.9051666737048913,241.57226899483192,1702.409336069286,1.0,691.3579577901687,2437.163879405239,0.992099392238923,554.9307250041593,4361.467168773785,1.0,896.0813419068594,2.0
16,1970.504394819201,0.9448776535777004,366.0175860245553,2685.1357308190295,0.8959133118280086,301.9999876959744,4465.524445776746,1.0,946.2105831309167,0.0,0.0,0.0,2566.6499624681624,0.9314092204309313,276.88580745451605,1002.1934312850749,1.0,391.1643530857616,2612.7037081454228,1.0,569.4013206089064,4282.143155803045,1.0,863.0097482253415,2.0
17,2553.1219158072495,0.9196836047728923,429.4566965870608,3099.6030913089944,0.882225618700859,339.03636790703564,6674.80720667764,0.9468087676123716,1414.02306336533,6600.7786849006925,0.0,6600.778684904846,2764.5873155333384,0.8903508900403284,271.41064335331964,1524.2256212727193,1.0,563.2805483839143,2090.906843622294,1.0,467.36859694866513,4316.687754259852,0.9532055048052017,887.0181944257779,2.0
18,2736.182844742372,0.9563932748699948,478.1346477975143,2126.9382752412725,0.9228302646336306,233.60001702090202,4402.419128438184,1.0,1021.9235564678559,0.0,0.0,0.0,2060.3341422232274,0.9518669221107592,240.2668576929665,1512.9925035667372,1.0,593.5370238263511,2679.7358008725832,1.0,604.9821954834822,3717.7946640066693,1.0,841.8900773201202,2.0
19,2119.5778921189954,0.9575238273824559,380.9679421589249,1690.1257018026604,0.8171253681738847,190.3306924312901,2789.461736395152,0.9471198431854533,644.0141509792863,7239.895233162345,0.0,7239.895233160477,1611.6302859062205,0.7073431867305247,186.36265517911042,1757.391057225969,1.0,689.6799440940665,2042.2083378508964,0.9906475135098727,455.5348887609693,2516.9477161041996,0.9685995840951193,528.0115970042818,2.0
20,2396.471961881887,0.9249619124788576,412.7843265920194,2413.963760936473,0.93126162357761,262.66885476969384,4342.495016790472,1.0,953.90104854338,0.0,0.0,0.0,2494.8303479460888,0.938188535932513,293.6046717407045,1724.2370580009779,1.0,641.2517531974142,3054.17576130552,0.9915285274109953,690.178451269982,4292.697039448668,1.0,942.7176225439739,2.0
21,1869.6413924071107,0.8182366540987424,232.90170290174163,2607.764881225602,0.929801491090075,298.0501749188675,3868.3602466228776,1.0,860.2993627371274,0.0,0.0,0.0,2682.2161634437416,0.9420546448304838,323.72563605138964,2006.8310769685986,1.0,739.1771446605474,2733.9620148355566,0.9478950462459932,615.0336843057044,3647.7374168274982,1.0,796.8945966554597,2.0
22,2381.9530355538027,0.9550197189935872,421.83600828147814,1372.5902518570526,0.7417612534426747,151.99362384587596,1326.6783828257335,0.42353685507703887,275.03519719862925,0.0,0.0,0.0,1213.6902250686485,0.7820164937739482,128.12930775646913,1494.7357557196724,1.0,569.4874678689288,2758.3706089797593,0.9738513451487751,607.0073964283977,2028.497326005896,0.7637773616440294,411.04385073715423,2.0
23,3040.228629375025,0.9576099505368216,520.4392451245579,1707.070378261656,0.8541566945388865,203.8008240295762,2196.887898349951,0.9635746194161804,473.2298091939248,0.0,0.0,0.0,1822.5771970991705,0.8878771467319744,205.17199190182788,1274.3795659830648,1.0,515.420397158033,2504.0177935519573,0.9392047173102558,510.3142335024578,2337.9033661704743,0.9294463293889903,513.2965174278235,2.0
24,3206.3674688702517,0.9178947414245093,582.7819200211623,2265.45174712619,0.9315555236917124,263.0446793488352,4685.3058883452995,1.0,1077.1539876506179,0.0,0.0,0.0,2363.49698984941,0.939605462812309,272.0228711845057,1645.2560072920878,0.9092383021087926,689.8986690902649,3088.7432266826463,0.9561753536741383,648.7004447004765,3990.470765296801,1.0,846.041550152745,2.0
25,3967.3882623982004,1.0,749.3596224606786,2350.2368077298524,0.9448331236569902,260.1037217169068,3050.087276674432,0.894021666088062,618.2515361028214,4217.429565534409,0.0,4217.429565534973,2116.1537618600437,0.9391863000451799,237.5319372639652,3077.6851823622865,1.0,1263.0472844058886,3705.5791327538273,1.0,807.7244423640259,2143.559997662689,0.9190984043647208,449.90777341113755,2.0
26,3592.253823754097,0.9144285606649589,616.4269898981247,2119.490197197141,0.8693261836496649,231.64910000505114,4233.743419036506,0.9702223503200544,986.307964105552,0.0,0.0,0.0,1938.1975483425856,0.8502273233262908,220.388812390623,1809.7690120524553,1.0,637.5195532212226,2454.793408897708,0.9897460481554129,550.507253033923,3313.6444709196567,1.0,702.9934477327857,2.0
27,2655.2958133343413,0.8908262854761424,472.7560476202656,2199.560587523278,0.8235572909740762,259.61931143532695,3872.7472947536776,0.9566501998186713,922.8731713679898,0.0,0.0,0.0,2525.818650699739,0.819965865464536,285.0308811644365,1532.7308744298798,0.9496202549385168,601.8205049981104,3544.263337165314,0.9485254963056504,765.5984221878366,3238.5066528602306,1.0,687.0753385953233,3.0
28,1427.587665950734,0.8927720588568439,239.20677960341644,1951.9544628346475,0.8025478457824491,215.75432902652602,5217.002477582852,1.0,1115.8968824291996,0.0,0.0,0.0,1994.611642031327,0.8461676755047126,219.65582170489628,1342.3810139939465,0.9431918142901582,484.5115893777006,1731.9760998163943,0.875,374.17541245799487,4661.404122966973,1.0,1021.0457349664517,3.0
29,2658.2264418854206,0.9831760137979573,471.904708394397,1965.2149337366375,0.8637619129394409,211.38269461989296,4516.253253063298,1.0,975.4146097960377,2139.902275647992,0.0,2139.9022756478607,2115.500910891905,0.8655011137914147,225.2309829779987,1487.2281108136688,1.0,538.8341829371849,2541.0899210845096,1.0,587.79447469384,3208.258071298481,1.0,731.2900332399363,3.0
30,2840.3288871052337,0.9745414730225789,491.4655036594086,1856.4934098087986,0.8601969287153938,214.1520904388536,4088.438065548763,1.0,951.0226143920153,0.0,0.0,0.0,1657.3192130665307,0.8654780777734733,195.4346324048298,1958.6798435686455,1.0,704.9600523226585,1992.9523479193872,0.9739691167725892,436.49799718707976,2724.117541173967,0.97352681818868,554.847581841569,3.0
31,2402.975404777768,0.9338900422082534,436.6667648253015,2783.0704228063696,0.9600201174891511,311.14446837471485,4491.995716219771,1.0,1007.2901520901707,0.0,0.0,0.0,2557.707509031396,0.9442406468108789,307.45023283288526,1989.5066570546476,1.0,826.342610616701,1926.3770826312584,0.9710560300719816,426.2744547275432,3641.5839695119985,1.0,814.8771008265244,3.0
32,2555.352196674467,0.9645393571379692,449.36085969202054,2321.95580941342,0.865441179617924,266.9061142998703,3290.9919175919695,0.97075458746635,744.8858533717535,0.0,0.0,0.0,2391.4566694752107,0.8751066921036605,275.1829966144693,1902.3283217917647,0.9999999999999999,777.075646730066,2369.0221008152666,0.9764932082520856,526.2147316442633,2498.8092856268013,0.9572169174774046,530.561922905502,3.0
33,2456.843976788535,0.9710615582601444,478.69415511070366,1329.549425488545,0.9182460170917232,164.35333037169232,1957.168206939449,0.9367069863048768,467.07480720549995,0.0,0.0,0.0,1746.7718197818872,0.9159743242173684,207.09636136096262,1600.5896269783714,1.0,646.5315156789022,2570.823601258443,1.0,610.3838561590453,1979.3556873852178,0.9742656497090667,449.1578194587897,3.0
34,2735.801970948185,0.9461790689308813,497.189126068089,2805.060857278889,0.9222031237716389,317.0982634576583,3918.9183098680846,0.9684820407588678,921.7556182756266,0.0,0.0,0.0,3148.0749553805667,0.9216215021286013,356.0299963144545,2051.0017573748887,1.0,828.0955471165971,2719.9632376379086,0.9940869523675386,610.7449207293741,3473.8343393091227,1.0,678.1573801166269,3.0
35,3111.4956097846184,0.9863458831122017,600.9390861376652,2522.25054936707,0.8204309647747788,279.7499016460494,4064.1826765299556,0.9330270825089295,864.821829393682,0.0,0.0,0.0,2066.2712431705245,0.8784571077406528,211.34847305905103,1337.3907179084413,1.0,513.5813204672876,2186.0823192290945,0.8541638931466906,473.02117170412487,4050.83154731037,1.0,842.8909058168143,3.0
36,2048.699802426316,0.9421233896400579,344.1138221801182,2189.972973181772,0.9016044006570751,228.21629069823774,4386.6874264318385,0.9999999999999998,1037.9300480377149,0.0,0.0,0.0,2103.571673429985,0.9035157887465554,231.32058248299134,2095.4410578919533,1.0,811.5837954367371,1772.314847022466,0.8541585412926389,372.26492024344896,3811.534512988992,0.9999999999999998,838.714083721791,3.0
37,3915.9555779638995,0.9231294321287886,719.6940184191169,1131.3636012278312,0.6269437303311485,124.92725459213626,3659.639526737088,0.9193686443707948,822.4780622524102,0.0,0.0,0.0,675.9575992012082,0.5222215454146758,69.95606933483884,2713.7248932275425,0.9999999999999999,1079.28773031543,3590.8882142915636,0.9898421052941451,806.5050001588721,3109.2768478249436,0.9314297737139399,611.1167467617579,3.0
38,2942.3807587610677,0.9925089120029275,575.8996614631808,1005.34206332705,0.7415873739771989,103.47681485937782,3089.5015410536644,0.9583769842786751,725.7412740384732,7346.701173683654,0.0,7346.701173689448,1078.9321683192259,0.7503842609039549,125.41192946464736,1474.329647593112,1.0,536.6967672866829,2639.2011386608483,0.9550887380478166,584.6224281935132,2215.255317344438,0.8170717936553953,539.4164369213856,3.0
39,2332.0823647414395,0.9113196436009979,408.90074276995506,1905.2640747625153,0.8783546488436673,216.213006318579,3832.870369078978,0.9778575540020515,822.5862148818596,0.0,0.0,0.0,1937.7435714970375,0.9113632722385082,212.74636573172808,1792.175496137881,1.0,700.017229074507,3064.3227082457474,0.9697783426268665,677.6522576674201,1718.116275323594,0.830513344875604,320.35438309202186,3.0
40,6780.92934405402,0.9964495974262086,1188.0423941349554,3789.4368390024656,0.8819075581441349,369.75213375197603,9091.007378669114,1.0,1789.977287926325,0.0,0.0,0.0,3586.72226409682,0.8935376807653506,331.91516034062016,3673.2090575501024,1.0,1582.371914075206,6095.9664793366355,0.9498268459627262,1391.5573089664178,7608.93414110618,1.0,1531.176886372652,3.0
41,2248.0107820848784,0.9234636277790117,413.2638965255958,2848.184532920793,0.9219198530691769,333.05114999300207,4529.391259186272,1.0,998.9588599477083,0.0,0.0,0.0,2826.386387118882,0.9334389763521845,330.80546088290964,1780.9060895756534,0.9999999999999999,669.8307298482173,2206.588784252258,0.9658598937814973,486.20204181143714,3727.4324945247554,1.0,751.5180478435851,3.0
42,2280.683051147022,0.8431979359115133,422.5991205450358,2215.622337623187,0.9814935123630479,258.2090369881376,3284.977400014591,0.7543324748873932,898.3476676221507,0.0,0.0,0.0,2059.8794078685833,0.9791600995480988,229.47193741895956,1211.8108890981816,1.0,445.58634954105196,673.3198317738506,0.982348463160323,147.96493109115485,4073.3789420799467,0.9605141712393315,832.186800676881,3.0
43,1473.7862954709074,0.9397908468130254,273.75413551836976,1395.6089378935083,0.938031274947307,154.41428442515738,4281.9974897258,0.9999999999999999,946.2336614130359,4386.276507128752,0.0,4386.276507130822,1747.2310237430397,0.9459621736557873,208.34770683299107,2716.6842152792397,1.0,1040.7356902273004,3745.4212151985366,0.9317269064742104,793.7788502909798,4058.0118988082777,0.9782247943665459,869.2989271849606,4.0
44,2258.9483105321287,0.9461157459976757,403.05145424937325,1805.6449119369076,0.9489540026074181,195.5210467224588,4721.198921511255,1.0,1032.7712227784311,4188.994517955815,0.0,4188.994517955099,2052.9352140214887,0.9484719405957336,217.86839780507606,1764.8809298620308,1.0,640.8686322393714,2648.325584555504,0.8916223630401666,624.7208377478266,5104.668420501239,1.0,1106.4265347947453,4.0
45,1767.0126852275514,0.9105269159139248,324.94920086973207,1116.302084090981,0.9317045066397557,123.5295907311655,6359.392495385259,1.0,1470.058854103359,5193.132616365135,0.0,5193.132616362855,1477.0556260612252,0.9499468337416234,170.9293927975752,736.737561373866,1.0,278.1359793290676,3162.1928536696587,0.9281506268236308,766.0073308471983,5331.562467467188,0.8903269286673234,1295.0376481790454,4.0
46,1977.7059724280823,0.8944530049228074,355.7703775449764,1143.5352127035765,0.936313013170481,129.027541087796,4963.163902979101,0.9511973744911719,1131.3317142782355,5876.680533918013,0.0,5876.680533917593,1550.0697985849947,0.9286916957039388,179.03760290293656,2145.932249849366,1.0,853.0390497519928,3214.32459405425,0.9818516978743945,742.2518410639611,6340.504634490315,0.9511983317888714,1485.4324324396512,4.0
47,1534.2175975195285,0.9205260343796567,290.1280803594305,1621.4751857307726,0.919501349216905,180.43213020008378,3810.1784629468907,0.9614247528916172,884.5427460027995,0.0,0.0,0.0,1475.93386131617,0.9416133985402292,165.96859270858852,843.0256037616618,1.0,313.0790310165354,1806.275407476619,0.9647745211466598,420.67447962916503,3096.0312618771013,1.0,720.8700561126699,4.0
48,3293.062068751197,0.9508850755017675,564.7487370940554,1547.9341127096886,0.9316169555650201,165.2972663002424,5717.910378407469,1.0,1200.5794959141654,0.0,0.0,0.0,1617.3489170820922,0.921291478080401,179.82668124129873,2856.3413416240164,1.0,1189.5132465312615,3859.1719804394334,0.9553388011574607,940.4792785442913,4353.474565190545,1.0,957.4668767166911,4.0
49,1682.5001718671813,0.9603022201015612,290.4967036952916,2177.710636044805,0.9435038347968105,255.70438433849085,3025.7776170406523,1.0,657.2094867734484,4678.18969478864,0.0,4678.189694788318,2059.5234182677373,0.9533435626630092,233.9531325049521,870.409318340896,1.0,308.7270560019864,2380.6529990547738,0.9545201527849745,502.7928606150618,3267.1763332930177,1.0,726.7552384599658,4.0
50,3970.863610129338,0.9440369907945342,723.1167078752143,1916.6838665382418,0.9328873006871437,194.2594583744798,7628.0626388962255,0.9716869110887311,1770.5639933250736,0.0,0.0,0.0,1390.986100669704,0.9288565335801392,144.17015243560712,2138.3837292834883,1.0,762.6384910613014,3663.3320119813693,0.95472618989264,837.8277822742898,8910.587752491108,0.9619246082515654,1864.926592381692,4.0
51,1524.3486341565506,0.9247260750607617,287.939756952286,1514.773637641263,0.9348868315479865,169.21239892743583,4256.3812890323015,1.0,951.7210240344549,4372.464459628182,0.0,4372.464459628543,1470.0618676779918,0.9396735951533055,171.29515386101542,1192.400621955276,0.8038808538174195,497.4548501706605,1744.084876068996,0.9370882654132364,404.6966093757232,4858.770326368438,1.0,1070.7161618521036,4.0
52,2050.5211033348155,0.9473481883990913,356.2532501522299,1215.4148454701415,0.9440515856687361,140.64236273979472,4320.869565857314,1.0,884.2935336938474,0.0,0.0,0.0,1484.1708003758395,0.9271134338167379,165.7294184579569,495.26996597664146,0.8572967619009233,206.68520742584582,3505.8067353705105,0.9934203833638827,803.6697509719211,4775.077747477915,0.9708989340167704,1064.2061429334212,4.0
53,1581.9735982816978,0.9507424294830844,276.4543347459223,1261.2632746500747,0.9614142523515181,141.50796069563054,5002.922182537486,1.0,1146.094680156827,5546.4218997583985,0.0,5546.421899755548,1387.5229653859383,0.9636252851802952,157.53494792328672,823.4057126773969,1.0,301.2490469855412,2295.098000713419,0.9925170897464995,506.2362281502236,5282.171176873249,0.9999999999999999,1131.2275071794606,4.0
